002792	1	10
002789	1	12
002779	2	7
002778	1	7
002786	2	8
002777	2	19
002782	4	10
002787	3	8
002785	1	7
002781	2	9
002771	3	13
002766	4	7
002772	3	7
002776	3	17
002775	2	13
002762	1	8
002768	6	19
002773	2	18
002770	3	7
002767	4	16
002769	3	7
002765	2	7
002759	5	11
002763	4	8
002761	2	12
002760	2	8
002758	6	14
002756	2	13
002755	3	8
002757	3	7
002752	2	13
002753	5	10
002751	1	8
002747	3	18
002748	4	9
002742	8	10
002746	4	9
002745	3	9
002740	3	7
002749	1	7
002741	4	15
002743	5	14
002739	3	7
