002793 :14,59,-0.0592603377985
002792 :6,44,-0.081142944101
002790 :2,26,0.155096354771
002789 :14,53,0.159174311927
002788 :15,27,0.109879310839
002791 :15,53,0.0543562066307
002787 :14,40,0.572261827609
002785 :15,23,-0.0439127060145
002786 :11,25,1.30988966185
002783 :5,25,0.101060213807
002781 :15,33,0.158993624011
002778 :4,63,0.0879871282954
002782 :15,23,1.403988836
002780 :13,54,0.0255820638114
002772 :15,31,0.478248328514
002771 :15,29,1.12272718013
002770 :10,42,-0.117448840031
002767 :12,33,0.331698113208
002759 :15,65,0.0
002766 :2,32,0.629506126058
002762 :8,41,-0.0293438077634
002765 :14,44,-0.0722184925828
002763 :3,31,0.254512998834
002761 :9,50,0.0182795908883
002758 :2,38,0.330649495056
002755 :2,23,-0.375915733857
002752 :15,28,-0.256404827881
002753 :8,20,-0.0197559103458
002747 :1,39,0.435165386336
002750 :15,27,0.452779862688
002751 :15,26,1.42642396664
002736 :1,20,0.078297374838
002742 :6,20,0.0719093328016
002746 :4,21,0.206752167596
002739 :9,34,0.125435108267
002748 :7,22,0.0750567390932
002733 :15,27,0.122932408119
002738 :15,29,0.0959787964598
002724 :15,24,0.0242633120086
002726 :14,37,0.18286847806
002730 :15,48,0.618104480239
002732 :8,21,0.359373093553
002731 :6,54,-0.234135036301
002727 :15,39,0.0855554884489
002718 :8,53,0.422480620155
002725 :2,51,0.0274378634505
002721 :9,41,2.0915562385
002719 :13,45,0.962672854065
002703 :12,36,0.392066115702
002716 :13,49,1.25838136934
002707 :6,25,-0.00679721827879
002706 :11,23,0.0723590149985
002715 :8,49,0.0856362788678
002713 :14,40,0.625678172372
002708 :3,20,0.791469256754
002705 :3,49,0.109941545858
002709 :5,26,1.97182367611
002696 :9,23,0.539432723518
002693 :15,23,-0.00256627081722
002690 :10,31,-0.0631822898651
002697 :15,34,-0.656441098745
002699 :14,57,1.18028754174
002700 :13,51,-0.0482347611786
002684 :6,24,0.160861253984
002674 :11,24,0.120620717818
002673 :14,24,-0.195204856224
002695 :3,50,1.355849829
002670 :15,25,-0.191874444348
002680 :8,45,-0.624280963128
002683 :13,36,0.858908046633
002668 :6,38,1.94533372913
002660 :13,21,-0.0624487259413
002685 :3,50,3.28431338538
002675 :8,20,1.53308170304
002658 :1,21,-0.0329766198982
002659 :14,63,-0.10182836918
002654 :11,21,-0.0535031847134
002652 :9,59,-0.0526315789474
002666 :6,29,0.469638188632
002669 :10,41,1.17880208833
002665 :15,33,1.22261711397
002651 :6,22,0.751777030587
002663 :14,63,0.16754900509
002647 :13,55,0.237273129703
002662 :9,32,0.981812669578
002664 :15,45,1.35192855948
002642 :6,27,-0.161893462164
002638 :11,65,0.0889679715302
002637 :13,63,-0.0870702248192
002634 :12,34,-0.107263543089
002649 :2,64,0.0795864879739
002646 :2,56,0.235258245546
002628 :15,65,0.0
002623 :7,20,-0.0788680999572
002622 :5,35,-0.134318460935
002640 :15,24,1.72840843581
002620 :10,25,0.115952150105
002617 :15,65,-0.0280649926145
002613 :10,36,0.078611006423
002611 :15,65,0.0
002633 :6,30,0.954746601901
002616 :15,57,0.101340564582
002606 :13,65,-0.18439386902
002610 :4,26,0.644571416133
002607 :10,21,-0.0417594242013
002624 :14,59,1.86902261867
002630 :14,59,0.244538722012
002621 :11,26,0.481480092202
002619 :9,21,0.8838734012
002604 :12,21,-0.0136236168422
002608 :2,26,0.425494904153
002603 :15,65,0.134507042254
002626 :13,65,0.891849733758
002605 :14,27,-0.00418028400467
002599 :4,27,1.09114114399
002594 :9,26,0.00942721601184
002590 :9,44,0.234441767118
002592 :12,33,-0.0422353057376
002614 :15,42,1.70350972892
002593 :3,25,0.993608044107
002582 :12,35,0.111464968153
002580 :6,20,0.124550898204
002583 :9,23,0.0723195275452
002577 :11,40,0.209981167608
002598 :3,34,0.158988497001
002570 :7,50,-0.04893424826
002576 :3,40,0.0729724517094
002579 :2,41,0.432465665548
002596 :12,65,1.11671267993
002563 :15,30,0.0192521740208
002567 :3,46,0.763167383407
002560 :15,30,-0.0829895872818
002558 :15,65,0.0
002553 :15,36,0.199272585338
002549 :15,62,-0.187955593606
002559 :3,39,1.45607149546
002566 :13,49,-0.23162416896
002544 :15,47,-0.0298944900352
002551 :15,23,0.516868241066
002557 :13,21,0.215861741311
002547 :15,25,0.251784167039
002541 :5,28,0.0513397783958
002552 :12,38,0.324758337769
002565 :4,58,0.729611602825
002556 :15,27,0.625006768858
002542 :5,21,0.375447812274
002546 :2,25,0.730952451876
002561 :10,37,-0.249264424243
002562 :12,23,0.502904166765
002535 :15,20,0.110424445408
002532 :14,64,0.058561897702
002531 :11,24,0.00548154385212
002543 :10,65,0.800844255482
002538 :7,62,-0.437105314819
002526 :15,47,0.0513112884835
002540 :8,64,0.989607208071
002524 :2,33,0.282152111444
002520 :9,36,0.00159069419185
002517 :12,52,-0.0765860456232
002516 :7,20,-0.187937448534
002523 :4,56,0.911757870876
002518 :6,20,0.154931158088
002511 :6,51,0.468926553672
002528 :4,39,-0.0204682586949
002507 :1,22,0.13813559322
002536 :7,47,1.09186059519
002508 :3,48,0.245098039216
002503 :10,48,0.0631305038553
002533 :6,65,0.257940282555
002504 :14,20,-0.0934091137072
002497 :15,28,0.143279172821
002512 :9,55,2.58990699028
002510 :6,29,0.682759877913
002527 :9,29,0.119000018043
002501 :11,46,-0.390091870382
002499 :3,20,0.26221245758
002519 :10,55,0.650663593022
002482 :15,58,-0.211981981982
002491 :14,25,0.76523322007
002486 :4,38,0.217166224969
002481 :4,21,0.2165642741
002476 :3,39,0.0665159788243
002498 :4,39,2.08049468321
002480 :8,22,0.555699287806
002471 :9,27,0.12221217601
002479 :2,47,0.758598926262
002465 :15,65,0.0
002470 :15,63,-0.0558625551706
002473 :9,39,-0.0374620202603
002461 :15,33,0.0196581196581
002467 :2,31,-0.0404228950763
002469 :7,59,0.132642534977
002484 :15,54,0.15903499699
002466 :5,29,0.541515630553
002487 :7,23,1.27338655354
002490 :10,51,-0.388331218167
002474 :4,20,0.217588970989
002455 :5,33,-0.107202393823
002453 :2,20,-0.119484280199
002452 :1,56,-0.277921052837
002457 :3,56,-0.389753657616
002458 :10,65,1.55011286263
002449 :5,23,0.0350906188212
002454 :7,23,-0.23848205953
002448 :4,34,-0.0773916872877
002462 :11,44,1.11246536392
002441 :10,38,-0.058890602779
002446 :12,35,-0.0222474504697
002447 :7,48,-0.0248024600765
002443 :1,25,-0.0096101176901
002442 :13,45,0.157057245808
002435 :5,28,0.159679408138
002444 :7,57,0.100676487653
002440 :4,63,-0.431021233124
002427 :15,63,-0.0859301227573
002426 :15,33,0.0622518701386
002438 :14,27,-0.104057205023
002431 :13,38,-0.170933543246
002429 :11,43,-0.517918833894
002433 :5,48,-0.0775738996059
002416 :5,29,-0.273348385499
002430 :6,47,0.0219437598909
002424 :14,27,0.939639752856
002418 :7,26,-0.0853161850347
002417 :5,20,0.0694825974018
002413 :2,65,0.247438565757
002414 :2,31,-0.293747330033
002407 :1,56,0.193832599119
002409 :10,25,0.648853929308
002421 :6,23,0.723690952875
002404 :6,22,-0.175396766276
002412 :13,33,0.43184051445
002392 :8,26,-0.0016133763567
002403 :3,46,0.928817676136
002402 :12,29,2.28077330848
002395 :10,33,0.157416903089
002419 :3,33,0.0224921456033
002384 :4,52,0.33169845038
002376 :12,62,-0.0376182918944
002374 :12,22,-0.0130107004766
002401 :13,29,1.38100509755
002386 :3,26,-0.205978892456
002372 :3,23,0.147115386693
002373 :6,35,0.101995701464
002389 :2,29,1.38854660555
002375 :15,35,-0.0904051359874
002378 :3,27,0.545002667707
002365 :11,28,0.226342541019
002362 :1,21,-0.0481214230593
002364 :12,25,0.0903283437422
002361 :10,60,0.123076923077
002370 :14,42,1.1179244121
002368 :15,41,0.686648199494
002356 :7,21,-0.0345637316364
002354 :15,65,0.0
002394 :8,26,-0.0668247798713
002369 :10,47,0.36207049765
002357 :12,22,-0.00391272720751
002358 :12,26,0.0149756562419
002366 :5,59,1.04463069587
002363 :5,46,0.329440780139
002351 :6,21,0.190693649143
002347 :15,65,0.0
002355 :4,55,1.12533921035
002345 :4,29,-0.118718242067
002338 :15,22,0.0748098172221
002350 :3,59,-0.41579342707
002342 :4,38,0.0650378178816
002341 :5,37,0.0743731433519
002337 :14,24,0.0280155270868
002335 :14,65,-0.0557209698001
002340 :6,25,0.296245569785
002344 :5,40,-0.0720861853058
002346 :15,34,0.649368587278
002333 :15,40,-0.0201712772951
002329 :11,65,-0.122059758423
002367 :14,33,0.640135684999
002330 :13,21,-0.217628092399
002343 :4,36,2.62043444836
002321 :9,27,0.00639335817956
002316 :9,28,-0.0523489932886
